kjønn,utdanning,erfaring,arbeidssted,arbeidssituasjon,fag,lønn,bonus?
mann,3,9,Troms og Finnmark,"in-house, privat sektor",fullstack,850000,Ja
mann,5,8,Troms og Finnmark,"in-house, privat sektor",fullstack,958000,Nei
mann,8,6,Troms og Finnmark,"in-house, offentlig/kommunal sektor",fullstack,810000,Nei
mann,0,5,Troms og Finnmark,"in-house, privat sektor",fullstack,730000,Nei
mann,5,5,Troms og Finnmark,"in-house, privat sektor",fullstack,780000,Nei
mann,19,4,Troms og Finnmark,"in-house, offentlig/kommunal sektor",fullstack,670000,Nei
mann,3,2,Troms og Finnmark,"in-house, offentlig/kommunal sektor",fullstack,540000,Nei
mann,9,1,Troms og Finnmark,"in-house, offentlig/kommunal sektor",fullstack,705000,Nei
mann,3,0,Troms og Finnmark,"in-house, privat sektor",fullstack,650000,Ja
mann,5,27,Trøndelag,"in-house, privat sektor",fullstack,1100000,Ja
mann,4,26,Trøndelag,konsulent,fullstack,1200000,Ja
mann,15,24,Trøndelag,konsulent,fullstack,910000,Nei
mann,15,20,Trøndelag,konsulent,fullstack,800000,Nei
mann,3,20,Trøndelag,"in-house, offentlig/kommunal sektor",fullstack,811000,Nei
mann,1,20,Trøndelag,"in-house, privat sektor",fullstack,1000000,Ja
mann,7,16,Trøndelag,"in-house, privat sektor",fullstack,895000,Nei
mann,4,16,Trøndelag,konsulent,fullstack,1300000,Nei
mann,3,16,Trøndelag,"in-house, privat sektor",fullstack,1400000,Nei
mann,3,15,Trøndelag,konsulent,fullstack,1150000,Ja
mann,0,14,Trøndelag,konsulent,fullstack,950000,Nei
mann,5,14,Trøndelag,konsulent,fullstack,1200000,Ja
mann,3,13,Trøndelag,konsulent,fullstack,900000,Nei
mann,19,12,Trøndelag,"in-house, privat sektor",fullstack,705000,Nei
mann,8,12,Trøndelag,konsulent,fullstack,892000,Nei
mann,4,12,Trøndelag,konsulent,fullstack,1075000,Ja
mann,5,12,Trøndelag,konsulent,fullstack,1090000,Nei
mann,0,11,Trøndelag,"in-house, privat sektor",fullstack,700000,Nei
mann,5,11,Trøndelag,konsulent,fullstack,960000,Ja
mann,3,10,Trøndelag,"in-house, privat sektor",fullstack,810942,Nei
mann,5,10,Trøndelag,konsulent,fullstack,903000,Ja
mann,0,8,Trøndelag,"in-house, privat sektor",fullstack,1070000,Nei
mann,0,7,Trøndelag,"in-house, privat sektor",fullstack,620000,Nei
mann,3,7,Trøndelag,konsulent,fullstack,890000,Ja
mann,3,7,Trøndelag,konsulent,fullstack,900000,Nei
mann,5,7,Trøndelag,"in-house, privat sektor",fullstack,900000,Ja
mann,5,7,Trøndelag,konsulent,fullstack,1160000,Ja
kvinne,3,6,Trøndelag,"in-house, offentlig/kommunal sektor",fullstack,716000,Nei
mann,0,6,Trøndelag,"in-house, offentlig/kommunal sektor",fullstack,640000,Nei
mann,4,6,Trøndelag,"in-house, offentlig/kommunal sektor",fullstack,720000,Nei
mann,4,6,Trøndelag,"in-house, offentlig/kommunal sektor",fullstack,780000,Nei
mann,6,6,Trøndelag,"in-house, privat sektor",fullstack,830000,Ja
mann,3,6,Trøndelag,"in-house, offentlig/kommunal sektor",fullstack,850000,Nei
mann,5,6,Trøndelag,konsulent,fullstack,850000,Ja
mann,6,6,Trøndelag,konsulent,fullstack,950000,Nei
mann,5,6,Trøndelag,konsulent,fullstack,1000000,Ja
mann,3,6,Trøndelag,konsulent,fullstack,1050119,Nei
mann,3,5,Trøndelag,"in-house, privat sektor",fullstack,710000,Nei
mann,5,5,Trøndelag,"in-house, privat sektor",fullstack,720000,Nei
mann,5,5,Trøndelag,"in-house, privat sektor",fullstack,750000,Nei
mann,0,5,Trøndelag,konsulent,fullstack,800000,Nei
mann,3,5,Trøndelag,konsulent,fullstack,950000,Nei
kvinne,5,4,Trøndelag,konsulent,fullstack,792000,Ja
mann,4,4,Trøndelag,"in-house, offentlig/kommunal sektor",fullstack,657000,Nei
mann,5,4,Trøndelag,"in-house, privat sektor",fullstack,710000,Nei
mann,5,4,Trøndelag,"in-house, privat sektor",fullstack,745000,Nei
mann,3,4,Trøndelag,konsulent,fullstack,750000,Nei
mann,3,4,Trøndelag,"in-house, offentlig/kommunal sektor",fullstack,800000,Nei
mann,2,4,Trøndelag,konsulent,fullstack,860000,Ja
kvinne,3,3,Trøndelag,"in-house, privat sektor",fullstack,700000,Nei
kvinne,5,3,Trøndelag,konsulent,fullstack,820000,Nei
kvinne,5,3,Trøndelag,"in-house, privat sektor",fullstack,910000,Ja
mann,3,3,Trøndelag,"in-house, offentlig/kommunal sektor",fullstack,580000,Nei
mann,3,3,Trøndelag,"in-house, privat sektor",fullstack,609500,Nei
mann,15,3,Trøndelag,"in-house, offentlig/kommunal sektor",fullstack,650000,Nei
mann,2,3,Trøndelag,"in-house, privat sektor",fullstack,710000,Ja
mann,3,3,Trøndelag,konsulent,fullstack,730000,Ja
mann,5,3,Trøndelag,konsulent,fullstack,840000,Ja
mann,5,3,Trøndelag,konsulent,fullstack,1100000,Ja
kvinne,4,2,Trøndelag,"in-house, privat sektor",fullstack,650000,Nei
mann,5,2,Trøndelag,"in-house, privat sektor",fullstack,560000,Nei
mann,3,2,Trøndelag,"in-house, privat sektor",fullstack,588000,Nei
mann,3,2,Trøndelag,konsulent,fullstack,625000,Nei
mann,3,2,Trøndelag,konsulent,fullstack,635000,Nei
mann,5,2,Trøndelag,konsulent,fullstack,705000,Nei
mann,2,1,Trøndelag,"in-house, privat sektor",fullstack,500000,Nei
mann,0,1,Trøndelag,"in-house, privat sektor",fullstack,500000,Nei
mann,3,1,Trøndelag,"in-house, privat sektor",fullstack,588000,Nei
mann,3,1,Trøndelag,"in-house, privat sektor",fullstack,605500,Nei
mann,5,1,Trøndelag,konsulent,fullstack,700000,Ja
mann,5,1,Trøndelag,konsulent,fullstack,730000,Ja
kvinne,5,0,Trøndelag,konsulent,fullstack,630000,Nei
mann,3,0,Trøndelag,konsulent,fullstack,550000,Nei
mann,3,0,Trøndelag,konsulent,fullstack,550000,Nei
mann,5,0,Trøndelag,konsulent,fullstack,580000,Nei
mann,4,0,Trøndelag,"in-house, privat sektor",fullstack,600000,Nei
mann,5,0,Trøndelag,konsulent,fullstack,670000,Nei
mann,3,17,utlandet,frilans / selvstendig næringsdrivende,fullstack,1300000,Nei
mann,0,17,utlandet,frilans / selvstendig næringsdrivende,fullstack,1450000,Nei
mann,3,14,utlandet,frilans / selvstendig næringsdrivende,fullstack,868000,Nei
mann,5,14,utlandet,frilans / selvstendig næringsdrivende,fullstack,900000,Nei
mann,3,10,utlandet,konsulent,fullstack,800000,Nei
mann,3,10,utlandet,"in-house, privat sektor",fullstack,1600000,Nei
mann,3,8,utlandet,konsulent,fullstack,936886,Ja
mann,2,5,utlandet,"in-house, offentlig/kommunal sektor",fullstack,1100000,Nei
mann,5,3,utlandet,konsulent,fullstack,955149,Ja
mann,3,2,utlandet,"in-house, privat sektor",fullstack,546000,Ja
mann,5,2,utlandet,"in-house, privat sektor",fullstack,750000,Nei
kvinne,5,0,utlandet,"in-house, privat sektor",fullstack,1250000,Ja
mann,1,0,utlandet,konsulent,fullstack,650000,Nei
mann,5,30,Vestfold og Telemark,konsulent,fullstack,1080000,Nei
mann,5,23,Vestfold og Telemark,"in-house, privat sektor",fullstack,820000,Nei
mann,0,23,Vestfold og Telemark,"in-house, privat sektor",fullstack,915000,Nei
mann,8,23,Vestfold og Telemark,"in-house, privat sektor",fullstack,1020000,Ja
mann,4,20,Vestfold og Telemark,"in-house, privat sektor",fullstack,800000,Nei
mann,3,20,Vestfold og Telemark,"in-house, privat sektor",fullstack,865000,Nei
mann,0,18,Vestfold og Telemark,"in-house, privat sektor",fullstack,916000,Nei
mann,3,15,Vestfold og Telemark,"in-house, privat sektor",fullstack,720000,Nei
mann,3,15,Vestfold og Telemark,"in-house, privat sektor",fullstack,850000,Nei
mann,2,12,Vestfold og Telemark,konsulent,fullstack,705000,Nei
mann,5,12,Vestfold og Telemark,konsulent,fullstack,1000000,Nei
mann,1,10,Vestfold og Telemark,"in-house, privat sektor",fullstack,680000,Nei
mann,3,10,Vestfold og Telemark,konsulent,fullstack,752000,Ja
mann,3,9,Vestfold og Telemark,"in-house, privat sektor",fullstack,950000,Nei
mann,0,8,Vestfold og Telemark,konsulent,fullstack,1100000,Ja
mann,3,7,Vestfold og Telemark,"in-house, privat sektor",fullstack,770000,Ja
mann,3,6,Vestfold og Telemark,"in-house, privat sektor",fullstack,930000,Nei
mann,5,5,Vestfold og Telemark,"in-house, privat sektor",fullstack,650000,Nei
mann,3,5,Vestfold og Telemark,"in-house, privat sektor",fullstack,650000,Nei
mann,3,5,Vestfold og Telemark,"in-house, privat sektor",fullstack,750000,Nei
mann,3,5,Vestfold og Telemark,"in-house, privat sektor",fullstack,849000,Nei
mann,3,5,Vestfold og Telemark,konsulent,fullstack,1300000,Ja
mann,2,4,Vestfold og Telemark,"in-house, privat sektor",fullstack,565451,Nei
mann,2,4,Vestfold og Telemark,"in-house, privat sektor",fullstack,750000,Nei
mann,3,4,Vestfold og Telemark,konsulent,fullstack,830000,Ja
mann,3,3,Vestfold og Telemark,"in-house, privat sektor",fullstack,520000,Nei
mann,0,3,Vestfold og Telemark,"in-house, privat sektor",fullstack,640000,Ja
mann,3,3,Vestfold og Telemark,"in-house, privat sektor",fullstack,708000,Nei
mann,3,3,Vestfold og Telemark,"in-house, offentlig/kommunal sektor",fullstack,720000,Nei
mann,3,2,Vestfold og Telemark,konsulent,fullstack,610000,Ja
mann,3,1,Vestfold og Telemark,"in-house, privat sektor",fullstack,585000,Nei
mann,2,0,Vestfold og Telemark,"in-house, privat sektor",fullstack,595000,Nei
mann,5,25,Vestland,"in-house, privat sektor",fullstack,1050000,Nei
mann,5,24,Vestland,"in-house, privat sektor",fullstack,1050000,Ja
mann,5,22,Vestland,konsulent,fullstack,970000,Ja
mann,15,20,Vestland,"in-house, privat sektor",fullstack,1000000,Nei
mann,5,19,Vestland,"in-house, privat sektor",fullstack,1000000,Ja
mann,13,19,Vestland,konsulent,fullstack,1090000,Ja
mann,3,18,Vestland,"in-house, privat sektor",fullstack,850000,Nei
mann,5,17,Vestland,"in-house, privat sektor",fullstack,1150000,Ja
mann,0,16,Vestland,konsulent,fullstack,831000,Nei
mann,5,16,Vestland,frilans / selvstendig næringsdrivende,fullstack,1600000,Nei
mann,5,15,Vestland,konsulent,fullstack,1050000,Nei
mann,2,15,Vestland,konsulent,fullstack,1250000,Nei
mann,2,14,Vestland,frilans / selvstendig næringsdrivende,fullstack,600000,Ja
mann,5,14,Vestland,konsulent,fullstack,1200000,Nei
mann,5,14,Vestland,konsulent,fullstack,2500000,Ja
mann,3,13,Vestland,"in-house, privat sektor",fullstack,1030000,Nei
mann,3,12,Vestland,konsulent,fullstack,937000,Nei
mann,3,12,Vestland,konsulent,fullstack,1200000,Ja
mann,5,12,Vestland,konsulent,fullstack,1200000,Nei
mann,5,11,Vestland,"in-house, privat sektor",fullstack,866000,Nei
mann,0,10,Vestland,konsulent,fullstack,790000,Nei
mann,4,10,Vestland,"in-house, offentlig/kommunal sektor",fullstack,800000,Ja
mann,2,10,Vestland,konsulent,fullstack,976000,Ja
mann,1,10,Vestland,"in-house, privat sektor",fullstack,985000,Nei
mann,0,8,Vestland,"in-house, privat sektor",fullstack,960000,Nei
mann,3,7,Vestland,konsulent,fullstack,782000,Nei
mann,3,7,Vestland,konsulent,fullstack,1070000,Ja
mann,3,7,Vestland,konsulent,fullstack,1200000,Nei
mann,3,7,Vestland,konsulent,fullstack,1350000,Nei
mann,5,7,Vestland,frilans / selvstendig næringsdrivende,fullstack,1700000,Nei
mann,3,6,Vestland,konsulent,fullstack,770000,Ja
mann,3,6,Vestland,"in-house, privat sektor",fullstack,825000,Ja
mann,0,6,Vestland,konsulent,fullstack,850000,Nei
mann,3,6,Vestland,konsulent,fullstack,900000,Nei
mann,5,6,Vestland,"in-house, privat sektor",fullstack,920000,Ja
mann,5,6,Vestland,konsulent,fullstack,1250000,Nei
kvinne,3,5,Vestland,"in-house, privat sektor",fullstack,900000,Nei
mann,0,5,Vestland,konsulent,fullstack,585000,Ja
mann,5,5,Vestland,"in-house, privat sektor",fullstack,782408,Nei
mann,3,5,Vestland,"in-house, privat sektor",fullstack,800000,Ja
mann,3,5,Vestland,"in-house, privat sektor",fullstack,840000,Nei
mann,5,5,Vestland,konsulent,fullstack,890000,Ja
mann,3,5,Vestland,"in-house, privat sektor",fullstack,900000,Nei
mann,3,5,Vestland,konsulent,fullstack,925000,Nei
mann,5,5,Vestland,"in-house, privat sektor",fullstack,1100000,Nei
mann,5,5,Vestland,konsulent,fullstack,1200000,Ja
mann,3,4,Vestland,"in-house, privat sektor",fullstack,565000,Nei
mann,3,4,Vestland,"in-house, privat sektor",fullstack,650000,Nei
mann,3,4,Vestland,"in-house, privat sektor",fullstack,680000,Nei
mann,3,4,Vestland,konsulent,fullstack,800000,Nei
mann,2,4,Vestland,konsulent,fullstack,850000,Nei
mann,5,4,Vestland,"in-house, privat sektor",fullstack,905625,Nei
mann,3,4,Vestland,"in-house, privat sektor",fullstack,1050000,Nei
mann,5,4,Vestland,konsulent,fullstack,1050000,Nei
mann,3,4,Vestland,konsulent,fullstack,1100000,Nei
mann,3,3,Vestland,"in-house, privat sektor",fullstack,630000,Nei
mann,3,3,Vestland,"in-house, privat sektor",fullstack,700000,Ja
mann,3,3,Vestland,"in-house, privat sektor",fullstack,730000,Ja
mann,3,3,Vestland,"in-house, privat sektor",fullstack,750000,Nei
mann,3,3,Vestland,"in-house, privat sektor",fullstack,816000,Nei
mann,3,2,Vestland,"in-house, privat sektor",fullstack,580000,Ja
mann,1,2,Vestland,konsulent,fullstack,600000,Nei
mann,3,2,Vestland,"in-house, privat sektor",fullstack,650000,Ja
mann,3,2,Vestland,"in-house, privat sektor",fullstack,660000,Nei
mann,3,2,Vestland,"in-house, offentlig/kommunal sektor",fullstack,670000,Nei
mann,5,2,Vestland,"in-house, privat sektor",fullstack,675000,Nei
mann,3,1,Vestland,"in-house, privat sektor",fullstack,600000,Nei
mann,2,1,Vestland,konsulent,fullstack,600000,Nei
mann,3,1,Vestland,"in-house, privat sektor",fullstack,635000,Ja
mann,5,1,Vestland,konsulent,fullstack,650000,Nei
mann,3,1,Vestland,"in-house, privat sektor",fullstack,693000,Nei
mann,5,1,Vestland,"in-house, privat sektor",fullstack,720000,Ja
kvinne,3,0,Vestland,"in-house, offentlig/kommunal sektor",fullstack,630000,Nei
mann,3,0,Vestland,"in-house, privat sektor",fullstack,550000,Nei
mann,3,0,Vestland,"in-house, privat sektor",fullstack,625000,Nei
mann,5,0,Vestland,"in-house, privat sektor",fullstack,650000,Nei
mann,3,0,Vestland,"in-house, privat sektor",fullstack,650000,Ja
mann,15,33,Viken,"in-house, privat sektor",fullstack,780000,Ja
mann,3,30,Viken,"in-house, privat sektor",fullstack,1000000,Ja
mann,4,27,Viken,"in-house, privat sektor",fullstack,900000,Nei
mann,3,27,Viken,"in-house, offentlig/kommunal sektor",fullstack,1100000,Nei
mann,3,26,Viken,"in-house, offentlig/kommunal sektor",fullstack,742100,Nei
mann,3,25,Viken,konsulent,fullstack,960000,Nei
mann,3,23,Viken,"in-house, privat sektor",fullstack,1400000,Nei
mann,3,20,Viken,"in-house, privat sektor",fullstack,950000,Nei
mann,3,20,Viken,konsulent,fullstack,1100000,Nei
mann,3,18,Viken,"in-house, privat sektor",fullstack,960000,Nei
mann,5,18,Viken,konsulent,fullstack,1200000,Ja
mann,3,17,Viken,"in-house, privat sektor",fullstack,780000,Ja
mann,6,17,Viken,"in-house, privat sektor",fullstack,915000,Nei
mann,17,15,Viken,"in-house, privat sektor",fullstack,720000,Nei
mann,5,14,Viken,"in-house, privat sektor",fullstack,1063000,Nei
mann,3,13,Viken,"in-house, privat sektor",fullstack,1050000,Nei
mann,0,13,Viken,"in-house, privat sektor",fullstack,1500000,Nei
mann,3,8,Viken,"in-house, privat sektor",fullstack,900000,Nei
mann,1,7,Viken,"in-house, privat sektor",fullstack,678000,Nei
mann,0,7,Viken,konsulent,fullstack,1100000,Nei
mann,5,7,Viken,"in-house, privat sektor",fullstack,1280000,Nei
mann,1,6,Viken,"in-house, privat sektor",fullstack,800000,Nei
mann,3,5,Viken,"in-house, privat sektor",fullstack,780000,Nei
mann,3,4,Viken,"in-house, privat sektor",fullstack,630000,Ja
mann,5,4,Viken,"in-house, offentlig/kommunal sektor",fullstack,720000,Nei
mann,3,4,Viken,konsulent,fullstack,720000,Nei
mann,5,4,Viken,"in-house, privat sektor",fullstack,820000,Nei
mann,3,4,Viken,konsulent,fullstack,1015000,Ja
kvinne,4,3,Viken,"in-house, privat sektor",fullstack,760000,Ja
mann,4,3,Viken,"in-house, privat sektor",fullstack,745000,Ja
mann,3,3,Viken,konsulent,fullstack,800000,Nei
mann,3,3,Viken,"in-house, privat sektor",fullstack,815000,Nei
kvinne,1,2,Viken,"in-house, privat sektor",fullstack,740000,Nei
mann,4,2,Viken,"in-house, privat sektor",fullstack,420000,Nei
mann,3,2,Viken,"in-house, privat sektor",fullstack,560000,Nei
mann,3,2,Viken,konsulent,fullstack,564000,Nei
kvinne,3,1,Viken,konsulent,fullstack,550000,Nei
mann,3,0,Viken,"in-house, privat sektor",fullstack,512000,Nei
mann,3,0,Viken,"in-house, privat sektor",fullstack,600000,Ja
mann,5,0,Viken,"in-house, privat sektor",fullstack,660000,Ja
mann,6,17,Agder,"in-house, offentlig/kommunal sektor",ledelse/administrativt,886200,Nei
mann,17,15,Agder,"in-house, privat sektor",ledelse/administrativt,1050000,Ja
kvinne,3,14,Agder,"in-house, privat sektor",ledelse/administrativt,1300000,Ja
mann,3,12,Agder,"in-house, privat sektor",ledelse/administrativt,1300000,Ja
mann,7,25,Innlandet,"in-house, offentlig/kommunal sektor",ledelse/administrativt,1465000,Nei
mann,2,17,Møre og Romsdal,"in-house, privat sektor",ledelse/administrativt,900000,Nei
annet / ønsker ikke oppgi,3,11,Nordland,"in-house, privat sektor",ledelse/administrativt,800000,Nei
mann,5,35,Oslo,"in-house, privat sektor",ledelse/administrativt,990000,Ja
mann,5,32,Oslo,konsulent,ledelse/administrativt,1250000,Ja
mann,3,30,Oslo,"in-house, privat sektor",ledelse/administrativt,1400000,Nei
mann,3,30,Oslo,frilans / selvstendig næringsdrivende,ledelse/administrativt,1500000,Nei
mann,3,30,Oslo,konsulent,ledelse/administrativt,1600000,Ja
mann,3,29,Oslo,konsulent,ledelse/administrativt,1205000,Ja
mann,18,27,Oslo,konsulent,ledelse/administrativt,1700000,Nei
mann,3,26,Oslo,konsulent,ledelse/administrativt,1700000,Ja
kvinne,5,25,Oslo,konsulent,ledelse/administrativt,1090000,Ja
mann,6,25,Oslo,"in-house, privat sektor",ledelse/administrativt,1250000,Ja
kvinne,4,24,Oslo,"in-house, offentlig/kommunal sektor",ledelse/administrativt,1095000,Nei
kvinne,5,24,Oslo,"in-house, offentlig/kommunal sektor",ledelse/administrativt,1150000,Nei
kvinne,6,23,Oslo,konsulent,ledelse/administrativt,1200000,Ja
mann,0,23,Oslo,"in-house, privat sektor",ledelse/administrativt,1005000,Nei
mann,4,23,Oslo,"in-house, privat sektor",ledelse/administrativt,1460000,Ja
mann,6,21,Oslo,"in-house, privat sektor",ledelse/administrativt,1390000,Nei
kvinne,10,20,Oslo,konsulent,ledelse/administrativt,970000,Ja
kvinne,3,20,Oslo,"in-house, offentlig/kommunal sektor",ledelse/administrativt,980000,Nei
kvinne,6,20,Oslo,konsulent,ledelse/administrativt,1025000,Nei
mann,17,20,Oslo,"in-house, privat sektor",ledelse/administrativt,1210000,Nei
mann,5,20,Oslo,"in-house, privat sektor",ledelse/administrativt,1310000,Nei
mann,4,20,Oslo,frilans / selvstendig næringsdrivende,ledelse/administrativt,1350000,Nei
mann,3,20,Oslo,"in-house, privat sektor",ledelse/administrativt,1500000,Ja
mann,3,20,Oslo,"in-house, privat sektor",ledelse/administrativt,2400000,Ja
mann,3,19,Oslo,"in-house, privat sektor",ledelse/administrativt,1060000,Nei
mann,4,19,Oslo,"in-house, privat sektor",ledelse/administrativt,1100000,Nei
mann,3,19,Oslo,konsulent,ledelse/administrativt,1220000,Ja
mann,3,19,Oslo,"in-house, privat sektor",ledelse/administrativt,1700000,Ja
kvinne,5,18,Oslo,"in-house, privat sektor",ledelse/administrativt,1364000,Nei
mann,5,18,Oslo,"in-house, privat sektor",ledelse/administrativt,1100000,Nei
mann,5,18,Oslo,konsulent,ledelse/administrativt,1750000,Nei
kvinne,5,17,Oslo,"in-house, offentlig/kommunal sektor",ledelse/administrativt,978000,Nei
mann,0,17,Oslo,"in-house, privat sektor",ledelse/administrativt,950009,Nei
mann,6,17,Oslo,"in-house, privat sektor",ledelse/administrativt,1010000,Ja
mann,4,16,Oslo,"in-house, offentlig/kommunal sektor",ledelse/administrativt,1050000,Nei
mann,5,16,Oslo,"in-house, privat sektor",ledelse/administrativt,1600000,Nei
kvinne,5,15,Oslo,"in-house, offentlig/kommunal sektor",ledelse/administrativt,742000,Nei
kvinne,3,15,Oslo,"in-house, offentlig/kommunal sektor",ledelse/administrativt,820000,Nei
mann,17,15,Oslo,"in-house, privat sektor",ledelse/administrativt,650000,Ja
mann,13,15,Oslo,"in-house, privat sektor",ledelse/administrativt,935000,Nei
mann,3,15,Oslo,"in-house, privat sektor",ledelse/administrativt,1166000,Nei
mann,5,15,Oslo,"in-house, offentlig/kommunal sektor",ledelse/administrativt,1200000,Nei
mann,0,14,Oslo,"in-house, privat sektor",ledelse/administrativt,1100000,Nei
mann,5,14,Oslo,konsulent,ledelse/administrativt,1100000,Ja
mann,18,13,Oslo,"in-house, privat sektor",ledelse/administrativt,955000,Nei
mann,5,13,Oslo,"in-house, offentlig/kommunal sektor",ledelse/administrativt,1100000,Nei
mann,2,12,Oslo,"in-house, privat sektor",ledelse/administrativt,750000,Nei
mann,5,12,Oslo,"in-house, privat sektor",ledelse/administrativt,950000,Nei
mann,3,12,Oslo,"in-house, privat sektor",ledelse/administrativt,1070742,Nei
mann,4,12,Oslo,konsulent,ledelse/administrativt,1250000,Ja
mann,5,12,Oslo,konsulent,ledelse/administrativt,1550000,Ja
mann,5,12,Oslo,"in-house, privat sektor",ledelse/administrativt,2300000,Ja
mann,3,11,Oslo,konsulent,ledelse/administrativt,940000,Ja
mann,5,11,Oslo,konsulent,ledelse/administrativt,1250000,Nei
kvinne,7,10,Oslo,konsulent,ledelse/administrativt,870000,Ja
kvinne,6,10,Oslo,"in-house, privat sektor",ledelse/administrativt,950000,Nei
mann,7,10,Oslo,konsulent,ledelse/administrativt,1000000,Nei
mann,5,10,Oslo,konsulent,ledelse/administrativt,1100000,Ja
mann,14,9,Oslo,"in-house, privat sektor",ledelse/administrativt,1000000,Nei
mann,3,9,Oslo,konsulent,ledelse/administrativt,2500000,Ja
kvinne,8,8,Oslo,konsulent,ledelse/administrativt,1100000,Ja
mann,0,8,Oslo,"in-house, privat sektor",ledelse/administrativt,826000,Nei
mann,5,8,Oslo,"in-house, privat sektor",ledelse/administrativt,865000,Nei
mann,3,8,Oslo,"in-house, privat sektor",ledelse/administrativt,870000,Nei
kvinne,5,7,Oslo,"in-house, privat sektor",ledelse/administrativt,950000,Nei
mann,5,7,Oslo,konsulent,ledelse/administrativt,1100000,Ja
mann,3,7,Oslo,"in-house, privat sektor",ledelse/administrativt,1100000,Ja
kvinne,9,6,Oslo,"in-house, privat sektor",ledelse/administrativt,1000000,Ja
mann,0,6,Oslo,"in-house, privat sektor",ledelse/administrativt,650000,Nei
mann,5,6,Oslo,konsulent,ledelse/administrativt,1066200,Nei
kvinne,3,5,Oslo,"in-house, privat sektor",ledelse/administrativt,770000,Nei
kvinne,5,5,Oslo,konsulent,ledelse/administrativt,850000,Nei
mann,3,5,Oslo,"in-house, privat sektor",ledelse/administrativt,725000,Ja
mann,5,5,Oslo,"in-house, privat sektor",ledelse/administrativt,820000,Nei
kvinne,3,4,Oslo,"in-house, offentlig/kommunal sektor",ledelse/administrativt,627000,Nei
kvinne,5,4,Oslo,konsulent,ledelse/administrativt,900000,Nei
mann,5,4,Oslo,"in-house, privat sektor",ledelse/administrativt,735000,Nei
mann,5,4,Oslo,"in-house, privat sektor",ledelse/administrativt,760000,Nei
mann,3,4,Oslo,konsulent,ledelse/administrativt,800000,Ja
mann,3,4,Oslo,konsulent,ledelse/administrativt,860000,Nei
mann,7,3,Oslo,"in-house, privat sektor",ledelse/administrativt,610000,Nei
mann,5,3,Oslo,"in-house, privat sektor",ledelse/administrativt,800000,Nei
mann,7,3,Oslo,"in-house, offentlig/kommunal sektor",ledelse/administrativt,800000,Nei
mann,5,3,Oslo,konsulent,ledelse/administrativt,960000,Ja
mann,0,2,Oslo,"in-house, privat sektor",ledelse/administrativt,530000,Nei
mann,5,2,Oslo,konsulent,ledelse/administrativt,590000,Nei
mann,5,2,Oslo,konsulent,ledelse/administrativt,950000,Ja
mann,4,0,Oslo,konsulent,ledelse/administrativt,750000,Nei
mann,3,38,Rogaland,frilans / selvstendig næringsdrivende,ledelse/administrativt,850000,Nei
mann,5,25,Rogaland,konsulent,ledelse/administrativt,1475000,Nei
mann,5,23,Rogaland,konsulent,ledelse/administrativt,1200000,Ja
mann,5,20,Rogaland,"in-house, privat sektor",ledelse/administrativt,1000000,Nei
kvinne,6,15,Rogaland,konsulent,ledelse/administrativt,750000,Ja
mann,3,15,Rogaland,"in-house, privat sektor",ledelse/administrativt,1100000,Nei
mann,0,15,Rogaland,"in-house, privat sektor",ledelse/administrativt,1350000,Nei
mann,3,13,Rogaland,konsulent,ledelse/administrativt,1250000,Ja
kvinne,5,7,Rogaland,"in-house, privat sektor",ledelse/administrativt,1000000,Ja
kvinne,5,4,Rogaland,konsulent,ledelse/administrativt,1010000,Ja
mann,12,25,Troms og Finnmark,konsulent,ledelse/administrativt,1650000,Ja
mann,4,15,Troms og Finnmark,"in-house, privat sektor",ledelse/administrativt,1000000,Nei
mann,5,7,Troms og Finnmark,"in-house, privat sektor",ledelse/administrativt,960000,Nei
mann,0,28,Trøndelag,"in-house, privat sektor",ledelse/administrativt,1000000,Nei
kvinne,7,25,Trøndelag,"in-house, privat sektor",ledelse/administrativt,880000,Ja
mann,5,17,Trøndelag,konsulent,ledelse/administrativt,1200000,Ja
mann,5,16,Trøndelag,konsulent,ledelse/administrativt,1320000,Ja
mann,2,15,Trøndelag,"in-house, privat sektor",ledelse/administrativt,800000,Nei
kvinne,5,13,Trøndelag,konsulent,ledelse/administrativt,1065000,Nei
mann,3,12,Trøndelag,konsulent,ledelse/administrativt,1500000,Ja
mann,5,5,Trøndelag,konsulent,ledelse/administrativt,875000,Ja
mann,3,3,Trøndelag,konsulent,ledelse/administrativt,610000,Ja
mann,5,3,Trøndelag,"in-house, privat sektor",ledelse/administrativt,680000,Nei
mann,3,20,utlandet,frilans / selvstendig næringsdrivende,ledelse/administrativt,500000,Nei
kvinne,0,5,utlandet,"in-house, privat sektor",ledelse/administrativt,1000000,Nei
mann,3,25,Vestfold og Telemark,"in-house, privat sektor",ledelse/administrativt,900000,Nei
kvinne,2,24,Vestfold og Telemark,konsulent,ledelse/administrativt,1300000,Ja
mann,1,15,Vestfold og Telemark,"in-house, privat sektor",ledelse/administrativt,1200000,Nei
mann,3,5,Vestfold og Telemark,"in-house, privat sektor",ledelse/administrativt,611000,Nei
mann,0,5,Vestfold og Telemark,"in-house, privat sektor",ledelse/administrativt,950000,Nei
kvinne,3,1,Vestfold og Telemark,"in-house, offentlig/kommunal sektor",ledelse/administrativt,640000,Nei
mann,4,26,Vestland,"in-house, privat sektor",ledelse/administrativt,1250000,Ja
